Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score (0-100),Promotion_Status
EMP2186,IT,49,76153,18,35,78,Yes
EMP2187,Sales,52,75539,3,56,52,No
EMP2188,R&D,46,69143,20,48,40,No
EMP2189,Operations,36,47936,15,54,45,No
EMP2190,Operations,45,75182,5,57,46,No
EMP2191,HR,48,133261,13,46,87,Yes
EMP2192,Operations,29,136259,19,39,66,No
EMP2193,Operations,21,124524,12,48,54,No
EMP2194,IT,49,120042,23,40,91,Yes
EMP2195,Operations,42,38163,21,44,73,No
EMP2196,HR,36,84758,5,39,97,No
EMP2197,Finance,27,71057,6,40,96,No
EMP2198,R&D,34,37537,7,52,62,No
EMP2199,IT,49,47419,10,32,87,Yes
EMP2200,Finance,39,67578,16,59,88,Yes
EMP2201,IT,39,99991,8,32,63,No
EMP2202,Marketing,22,146211,9,47,54,No
EMP2203,Sales,35,147762,4,54,74,No
EMP2204,Marketing,23,99599,21,40,43,No
EMP2205,Operations,31,25834,21,49,83,Yes
EMP2206,Finance,50,57214,8,55,76,Yes
EMP2207,Operations,38,117934,7,58,56,No
EMP2208,Sales,22,148798,15,51,70,No
EMP2209,IT,52,125028,21,47,77,Yes
EMP2210,Sales,28,146286,3,54,49,No
EMP2211,HR,42,27413,17,44,93,Yes
EMP2212,Sales,26,34505,11,36,89,Yes
EMP2213,HR,32,145681,9,39,66,No
EMP2214,Sales,56,127802,5,50,81,No
EMP2215,R&D,35,27105,10,52,45,No
EMP2216,HR,48,93104,15,59,95,Yes
EMP2217,Finance,38,132634,14,49,45,No
EMP2218,Operations,22,139897,4,58,91,No
EMP2219,Operations,33,83408,21,39,54,No
EMP2220,Marketing,35,62679,20,42,43,No
EMP2221,Operations,40,141908,2,44,96,No
EMP2222,IT,49,139921,12,52,87,Yes
EMP2223,R&D,49,124096,1,47,93,No
EMP2224,Sales,23,104731,24,52,95,Yes
EMP2225,Marketing,39,137205,20,33,79,Yes
EMP2226,IT,23,90131,5,49,46,No
EMP2227,IT,34,89280,6,46,90,No
EMP2228,HR,24,40762,24,57,97,Yes
EMP2229,Operations,31,142798,11,32,88,Yes
EMP2230,Finance,51,141854,8,50,92,Yes
EMP2231,Finance,52,131830,7,50,84,No
EMP2232,Marketing,47,83703,4,31,86,No
EMP2233,R&D,50,106434,6,33,65,No
EMP2234,Finance,22,88079,16,30,97,Yes
EMP2235,Sales,29,46577,20,44,70,No
EMP2236,Finance,48,26214,15,54,41,No
EMP2237,Marketing,51,111339,14,30,67,No
EMP2238,Finance,54,73114,23,35,81,Yes
EMP2239,Sales,35,114234,12,36,52,No
EMP2240,HR,45,88230,12,48,57,No
EMP2241,R&D,56,148163,16,41,69,No
EMP2242,Marketing,28,57980,15,30,94,Yes
EMP2243,HR,29,92194,13,36,50,No
EMP2244,HR,57,102806,11,48,52,No
EMP2245,HR,59,137333,17,42,90,Yes
EMP2246,IT,52,62792,21,55,63,No
EMP2247,R&D,37,70807,15,41,96,Yes
EMP2248,Operations,55,149297,14,41,68,No
EMP2249,R&D,57,47301,10,51,95,Yes
EMP2250,IT,39,30141,12,42,93,Yes
EMP2251,Operations,49,141482,16,57,44,No
EMP2252,R&D,27,129292,15,43,74,No
EMP2253,HR,48,147984,10,51,58,No
EMP2254,Marketing,29,38777,4,59,94,No
EMP2255,Operations,48,63346,23,41,52,No
EMP2256,Sales,26,79703,9,49,44,No
EMP2257,Sales,49,119977,21,41,83,Yes
EMP2258,Finance,37,72819,20,56,53,No
EMP2259,Operations,36,53469,9,35,77,Yes
EMP2260,Marketing,43,28845,21,56,61,No
EMP2261,IT,51,135186,24,39,48,No
EMP2262,HR,23,48290,20,49,88,Yes
EMP2263,Finance,41,137551,11,58,79,Yes
EMP2264,Sales,46,55699,11,53,65,No
EMP2265,IT,56,69252,7,38,84,No
EMP2266,IT,57,123682,21,31,44,No
EMP2267,HR,42,28293,10,36,68,No
EMP2268,Operations,32,143017,4,38,93,No
EMP2269,Sales,33,144496,5,54,61,No
EMP2270,Marketing,31,134934,5,41,88,No
EMP2271,IT,36,82089,11,34,42,No
EMP2272,HR,28,136964,9,30,67,No
EMP2273,Marketing,22,41608,16,51,77,Yes
EMP2274,Operations,50,91273,9,44,53,No
EMP2275,Sales,50,41619,22,37,86,Yes
EMP2276,Operations,32,103006,4,30,53,No
EMP2277,IT,30,140399,2,47,82,No
EMP2278,Marketing,31,112908,14,42,50,No
EMP2279,Marketing,35,106653,3,58,48,No
EMP2280,Marketing,36,39779,18,30,77,Yes
EMP2281,IT,37,76040,21,34,86,Yes
EMP2282,IT,46,119830,6,47,83,No
EMP2283,Operations,22,81325,11,45,45,No
EMP2284,Finance,32,140947,21,55,40,No
EMP2285,Operations,46,46630,18,39,64,No
EMP2286,Sales,43,130575,12,59,55,No
EMP2287,HR,38,140436,5,33,91,No
EMP2288,Marketing,52,37178,9,30,54,No
EMP2289,Finance,58,44935,20,52,73,No
EMP2290,HR,23,72258,18,37,56,No
EMP2291,Finance,58,47784,19,34,42,No
EMP2292,R&D,23,88722,3,31,42,No
EMP2293,Operations,50,48027,9,53,76,Yes
EMP2294,IT,21,121544,4,46,56,No
EMP2295,Marketing,50,82853,17,36,94,Yes
EMP2296,Operations,52,137167,17,46,88,Yes
EMP2297,HR,48,92359,23,57,91,Yes
EMP2298,R&D,41,97388,23,35,77,Yes
EMP2299,R&D,33,103608,2,58,40,No
EMP2300,R&D,47,101669,9,51,46,No
EMP2301,HR,56,40111,9,44,65,No
EMP2302,HR,27,57312,5,34,86,No
EMP2303,HR,42,49161,15,44,78,Yes
EMP2304,HR,30,143920,15,47,58,No
EMP2305,R&D,59,129823,3,47,91,No
EMP2306,R&D,35,92313,19,54,93,Yes
EMP2307,Finance,35,75374,3,50,69,No
EMP2308,Operations,24,49014,6,50,82,No
EMP2309,Marketing,52,105308,4,52,94,No
EMP2310,IT,43,71389,24,35,53,No
EMP2311,R&D,26,135163,13,31,52,No
EMP2312,IT,44,43161,13,56,59,No
EMP2313,Operations,40,132800,11,46,65,No
EMP2314,Operations,57,32490,5,50,66,No
EMP2315,IT,40,144547,1,33,64,No
EMP2316,R&D,32,132197,9,41,48,No
EMP2317,IT,53,49502,17,48,80,Yes
EMP2318,Finance,48,60757,22,31,87,Yes
EMP2319,Sales,28,66111,1,55,51,No
EMP2320,R&D,21,123273,3,31,49,No
EMP2321,R&D,57,108245,15,43,45,No
EMP2322,Marketing,42,83645,21,44,89,Yes
EMP2323,HR,26,135218,23,49,73,No
EMP2324,Sales,41,84055,10,31,98,Yes
EMP2325,Operations,52,144815,8,33,91,Yes
EMP2326,R&D,55,33998,12,48,80,Yes
EMP2327,IT,35,53906,22,38,58,No
EMP2328,Sales,25,126026,15,36,45,No
EMP2329,Marketing,26,95192,9,59,41,No
EMP2330,Operations,45,75477,24,42,54,No
EMP2331,HR,49,61901,10,56,56,No
EMP2332,HR,27,116271,20,41,55,No
EMP2333,Marketing,33,77021,9,32,67,No
EMP2334,Marketing,58,54092,15,42,60,No
EMP2335,IT,38,26242,23,44,47,No
EMP2336,R&D,22,131843,21,43,49,No
EMP2337,HR,28,26831,21,53,49,No
EMP2338,Operations,31,75721,1,38,89,No
EMP2339,Sales,53,53511,2,42,49,No
EMP2340,Operations,58,97782,19,52,48,No
EMP2341,Finance,47,122003,14,51,67,No
EMP2342,Finance,40,43302,8,33,63,No
EMP2343,Marketing,32,80568,6,50,58,No
EMP2344,IT,51,28232,12,37,72,No
EMP2345,Finance,47,127062,15,32,43,No
EMP2346,HR,52,129301,14,31,95,Yes
EMP2347,Operations,30,76507,21,48,42,No
EMP2348,Operations,23,149277,1,57,81,No
EMP2349,Marketing,47,101508,11,52,51,No
EMP2350,R&D,55,138672,3,37,57,No
EMP2351,R&D,51,125128,19,46,62,No
EMP2352,Sales,35,35683,18,42,59,No
EMP2353,Marketing,36,48664,20,36,45,No
EMP2354,Sales,33,127364,2,38,92,No
EMP2355,R&D,55,145012,7,41,73,No
EMP2356,Marketing,31,58172,8,58,81,Yes
EMP2357,Marketing,41,108641,19,43,41,No
EMP2358,Marketing,31,89340,22,43,69,No
EMP2359,R&D,50,112236,15,44,48,No
EMP2360,Sales,55,36017,10,32,66,No
EMP2361,Sales,42,61613,22,44,81,Yes
EMP2362,Marketing,58,111130,1,48,73,No
EMP2363,Finance,51,101920,6,53,79,No
EMP2364,IT,34,55348,13,49,63,No
EMP2365,R&D,44,41448,14,43,88,Yes
EMP2366,IT,52,34491,3,37,56,No
EMP2367,IT,56,103648,11,34,68,No
EMP2368,Sales,52,146070,3,59,75,No
EMP2369,Sales,35,121557,19,48,89,Yes
EMP2370,Finance,55,83759,10,33,51,No
EMP2371,IT,23,69553,15,43,70,No
EMP2372,IT,36,25968,11,45,88,Yes
EMP2373,Marketing,25,25368,15,49,48,No
EMP2374,Sales,41,98960,24,53,58,No
EMP2375,IT,30,60010,13,35,85,Yes
EMP2376,Operations,39,79154,5,52,85,No
EMP2377,Finance,45,60851,4,54,56,No
EMP2378,Operations,24,147761,13,35,41,No
EMP2379,Operations,49,50496,9,32,79,Yes
EMP2380,R&D,39,148568,17,44,44,No
EMP2381,R&D,22,55936,2,58,98,No
EMP2382,Finance,30,103858,24,32,78,Yes
EMP2383,Operations,45,92005,5,40,93,No
EMP2384,IT,40,62493,16,32,87,Yes
EMP2385,Sales,39,94795,7,57,55,No
EMP2386,Finance,43,61390,1,39,56,No
EMP2387,Marketing,44,35292,12,47,93,Yes
EMP2388,Operations,31,117377,21,30,66,No
EMP2389,Finance,54,53365,11,45,46,No
EMP2390,HR,48,42207,12,45,91,Yes
EMP2391,HR,25,126735,19,56,47,No
EMP2392,R&D,25,47912,12,39,47,No
EMP2393,Sales,41,127455,12,30,62,No
EMP2394,IT,32,127517,14,33,71,No
EMP2395,Sales,24,105771,2,32,82,No
EMP2396,Sales,40,81572,2,34,86,No
EMP2397,Sales,58,132293,4,41,57,No
EMP2398,Sales,45,124083,20,54,77,Yes
EMP2399,Marketing,34,138655,23,41,93,Yes
EMP2400,Marketing,31,134346,16,42,51,No
EMP2401,R&D,52,44276,10,53,54,No
EMP2402,Finance,31,122459,13,41,67,No
EMP2403,HR,38,30534,2,54,94,No
EMP2404,Sales,47,117005,3,45,77,No
EMP2405,R&D,38,126610,19,42,89,Yes
EMP2406,Finance,43,60670,6,34,95,No
EMP2407,HR,31,87147,19,53,70,No
EMP2408,Operations,41,123099,21,33,91,Yes
EMP2409,IT,25,136695,20,50,48,No
EMP2410,Marketing,43,61486,19,44,47,No
EMP2411,Operations,45,90557,8,41,85,Yes
EMP2412,HR,30,59268,14,48,58,No
EMP2413,Operations,42,132338,10,50,90,Yes
EMP2414,IT,39,106335,3,57,47,No
EMP2415,R&D,21,51336,6,48,73,No
EMP2416,HR,27,28641,15,50,96,Yes
EMP2417,Operations,24,112132,23,40,43,No
EMP2418,Marketing,21,57959,23,59,70,No
EMP2419,Marketing,35,38306,18,50,77,Yes
EMP2420,Finance,32,71182,14,35,42,No
EMP2421,Operations,42,99123,19,38,74,No
EMP2422,Sales,42,81326,10,30,58,No
EMP2423,Operations,37,121895,15,41,82,Yes
EMP2424,R&D,49,46498,4,55,68,No
EMP2425,HR,34,95198,23,43,49,No
EMP2426,HR,40,127630,2,35,51,No
EMP2427,R&D,53,132369,3,30,85,No
EMP2428,Operations,35,52197,7,51,69,No
EMP2429,R&D,32,45719,23,31,69,No
EMP2430,IT,40,115201,16,53,99,Yes
EMP2431,R&D,50,133775,10,40,57,No
EMP2432,Marketing,58,50032,19,32,63,No
EMP2433,R&D,23,84624,17,39,71,No
EMP2434,HR,48,103177,19,59,48,No
EMP2435,Marketing,46,66964,5,35,86,No
EMP2436,HR,50,55028,23,35,63,No
EMP2437,Finance,33,136030,20,49,65,No
EMP2438,Sales,33,79646,13,50,42,No
EMP2439,HR,22,106187,13,31,62,No
EMP2440,Marketing,57,33536,11,55,50,No
EMP2441,Finance,58,142399,11,55,49,No
EMP2442,HR,22,81747,16,53,89,Yes
EMP2443,IT,56,70712,15,39,75,Yes
EMP2444,R&D,46,31273,17,52,99,Yes
EMP2445,Sales,31,96820,22,55,52,No
EMP2446,HR,28,116228,18,35,68,No
EMP2447,Finance,42,99353,19,52,77,Yes
EMP2448,IT,40,119491,4,57,98,No
EMP2449,Operations,28,117091,22,46,92,Yes
EMP2450,Finance,49,110914,22,59,52,No
EMP2451,R&D,46,75830,23,43,96,Yes
EMP2452,Finance,50,131718,5,34,65,No
EMP2453,IT,37,42127,7,52,59,No
EMP2454,Finance,40,140150,2,46,44,No
EMP2455,IT,36,108488,1,31,59,No
EMP2456,HR,27,36539,12,38,53,No
EMP2457,IT,36,71761,10,41,84,Yes
EMP2458,IT,47,71219,8,48,53,No
EMP2459,Sales,43,39692,1,51,47,No
EMP2460,IT,44,108656,12,36,87,Yes
EMP2461,IT,29,38334,2,38,52,No
EMP2462,Operations,55,53615,10,50,63,No
EMP2463,HR,40,32903,22,45,54,No
EMP2464,R&D,57,53527,17,49,90,Yes
EMP2465,Sales,37,40629,3,40,40,No
EMP2466,Operations,51,146690,7,41,61,No
EMP2467,Marketing,28,83008,12,44,73,No
EMP2468,HR,35,108276,8,47,89,Yes
EMP2469,HR,51,124318,20,48,90,Yes
EMP2470,Marketing,50,51708,12,45,79,Yes
EMP2471,R&D,40,35860,3,44,42,No
EMP2472,IT,59,42438,17,34,94,Yes
EMP2473,Operations,32,92300,9,40,65,No
EMP2474,Finance,37,96545,10,44,53,No
EMP2475,Sales,50,45842,22,58,97,Yes
EMP2476,Finance,49,85213,6,47,80,No
EMP2477,Marketing,39,67372,1,42,47,No
EMP2478,HR,31,139316,22,33,88,Yes
EMP2479,R&D,54,123971,12,46,94,Yes
EMP2480,HR,27,93906,5,33,94,No
EMP2481,Sales,54,63744,13,45,95,Yes
EMP2482,HR,40,141082,15,52,55,No
EMP2483,HR,58,82442,22,44,81,Yes
EMP2484,Sales,44,110990,11,43,60,No
EMP2485,Operations,30,146670,8,41,49,No
EMP2486,Operations,52,131917,5,32,96,No
EMP2487,Sales,35,128903,2,39,64,No
EMP2488,R&D,57,28650,12,37,95,Yes
EMP2489,Marketing,40,70117,2,35,77,No
EMP2490,HR,23,116244,16,51,61,No
EMP2491,R&D,57,133198,21,43,88,Yes
EMP2492,HR,28,77772,3,46,87,No
EMP2493,Marketing,43,28190,10,50,86,Yes
EMP2494,Operations,31,73113,19,48,93,Yes
EMP2495,R&D,28,33789,8,45,85,Yes
EMP2496,IT,49,57125,7,44,43,No
EMP2497,IT,50,123695,1,55,43,No
EMP2498,IT,30,42459,12,44,69,No
EMP2499,Operations,59,60418,5,30,41,No
EMP2500,Operations,48,136904,16,53,68,No
EMP2501,Marketing,56,72085,4,52,82,No
EMP2502,HR,33,43768,17,52,75,Yes
EMP2503,Marketing,52,74961,24,41,60,No
EMP2504,Marketing,56,106099,21,39,99,Yes
EMP2505,Operations,57,147735,2,43,60,No
EMP2506,IT,46,52885,12,39,87,Yes
EMP2507,Finance,42,112421,1,39,60,No
EMP2508,HR,24,86082,12,49,43,No
EMP2509,Operations,51,31895,12,58,40,No
EMP2510,IT,38,75311,12,40,65,No
EMP2511,R&D,58,114494,19,51,95,Yes
EMP2512,Finance,44,92067,17,45,90,Yes
EMP2513,Finance,43,96017,20,58,41,No
EMP2514,Operations,42,48932,24,38,48,No
EMP2515,Sales,22,46360,24,44,94,Yes
EMP2516,HR,51,79847,11,43,96,Yes
EMP2517,Finance,31,134178,13,48,84,Yes
EMP2518,Operations,48,115365,8,38,57,No
EMP2519,Operations,52,110468,10,33,87,Yes
EMP2520,IT,25,63931,8,50,87,Yes
EMP2521,R&D,58,80823,20,36,96,Yes
EMP2522,Sales,30,63032,8,51,81,Yes
EMP2523,HR,44,140919,9,55,80,Yes
EMP2524,Marketing,55,106426,7,37,50,No
EMP2525,R&D,43,43807,14,53,64,No
EMP2526,R&D,37,36767,2,37,65,No
EMP2527,IT,21,33071,11,48,97,Yes
EMP2528,Finance,51,78413,8,44,75,Yes
EMP2529,Finance,51,51149,13,45,81,Yes
EMP2530,IT,54,40540,21,59,74,No
EMP2531,Operations,29,126212,15,55,77,Yes
EMP2532,Finance,42,95248,3,51,42,No
EMP2533,Sales,33,146443,23,52,98,Yes
EMP2534,HR,45,116737,14,38,80,Yes
EMP2535,R&D,38,135494,15,55,74,No
EMP2536,R&D,32,143571,2,55,89,No
EMP2537,Sales,37,110435,19,59,79,Yes
EMP2538,Finance,35,44787,12,41,61,No
EMP2539,R&D,35,45982,20,45,47,No
EMP2540,Marketing,35,144696,4,33,54,No
EMP2541,HR,59,47606,3,34,84,No
EMP2542,HR,33,35150,5,37,46,No
EMP2543,R&D,37,110929,3,30,58,No
EMP2544,IT,52,142423,15,57,79,Yes
EMP2545,R&D,29,127795,19,35,81,Yes
EMP2546,IT,40,137223,2,44,56,No
EMP2547,R&D,46,71936,12,33,40,No
EMP2548,Marketing,47,118286,5,50,84,No
EMP2549,Operations,41,33593,22,40,68,No
EMP2550,HR,38,42358,17,34,97,Yes
EMP2551,R&D,33,107143,14,47,52,No
EMP2552,Marketing,36,62381,22,53,95,Yes
EMP2553,IT,29,146465,10,44,87,Yes
EMP2554,IT,32,115347,3,47,68,No
EMP2555,HR,58,53074,4,49,80,No
EMP2556,Sales,39,45595,6,57,81,No
EMP2557,R&D,27,69194,24,42,45,No
EMP2558,Finance,55,74377,22,34,44,No
EMP2559,IT,38,51853,16,59,73,No
EMP2560,Operations,36,98719,7,30,50,No
EMP2561,Operations,59,45661,15,51,48,No
EMP2562,IT,24,75493,21,47,77,Yes
EMP2563,Sales,45,143724,20,43,79,Yes
EMP2564,Sales,52,131705,11,34,80,Yes
EMP2565,Marketing,33,61495,22,35,48,No
EMP2566,Operations,37,38703,21,56,47,No
EMP2567,Marketing,57,78080,1,53,83,No
EMP2568,Operations,26,55815,5,54,97,No
EMP2569,R&D,39,54565,13,58,79,Yes
EMP2570,R&D,33,88321,21,57,42,No
EMP2571,Finance,46,142491,14,45,52,No
EMP2572,R&D,34,83453,9,51,58,No
EMP2573,Finance,51,113478,17,50,73,No
EMP2574,R&D,24,133522,15,41,71,No
EMP2575,HR,59,58161,21,49,88,Yes
EMP2576,R&D,28,80991,7,47,55,No
EMP2577,Marketing,45,139296,22,31,75,Yes
EMP2578,IT,33,132339,22,52,57,No
EMP2579,Marketing,52,34716,12,50,53,No
EMP2580,IT,58,132099,23,52,69,No
EMP2581,Sales,58,58349,6,42,41,No
EMP2582,Marketing,48,72098,21,56,52,No
EMP2583,Sales,50,133435,16,46,66,No
EMP2584,Finance,23,25132,5,46,98,No
EMP2585,Finance,48,76990,9,45,92,Yes
EMP2586,HR,23,138288,14,50,91,Yes
EMP2587,R&D,54,93921,8,47,56,No
EMP2588,Marketing,36,61538,14,37,70,No
EMP2589,Sales,42,125572,12,59,54,No
EMP2590,IT,52,124279,10,32,96,Yes
EMP2591,Finance,58,130909,20,46,59,No
EMP2592,R&D,28,32213,20,58,44,No
EMP2593,Finance,28,149693,21,47,46,No
EMP2594,IT,26,69223,13,55,57,No
EMP2595,R&D,34,116655,19,55,95,Yes
EMP2596,R&D,52,93371,15,52,50,No
EMP2597,Sales,55,93274,8,35,71,No
EMP2598,Sales,30,132853,23,57,89,Yes
EMP2599,Marketing,23,29134,21,37,66,No
EMP2600,Marketing,32,116428,10,52,65,No
EMP2601,Operations,51,64601,3,59,76,No
EMP2602,Operations,49,98889,21,55,84,Yes
EMP2603,HR,25,40690,3,42,67,No
EMP2604,Finance,45,26909,5,37,89,No
EMP2605,Marketing,51,116239,16,48,41,No
EMP2606,Sales,41,105032,17,35,59,No
EMP2607,IT,40,37062,6,58,43,No
EMP2608,Sales,59,100386,20,52,52,No
EMP2609,Finance,42,118237,20,44,63,No
EMP2610,Operations,24,59731,16,39,87,Yes
EMP2611,Sales,33,30153,24,56,77,Yes
EMP2612,HR,40,35481,2,46,97,No
EMP2613,Finance,33,124270,20,30,79,Yes
EMP2614,Operations,37,91425,15,36,87,Yes
EMP2615,IT,56,88600,18,58,84,Yes
EMP2616,Operations,53,109981,1,56,94,No
EMP2617,R&D,21,96997,19,42,68,No
EMP2618,HR,35,129470,12,32,97,Yes
EMP2619,Finance,33,53205,8,48,75,Yes
EMP2620,IT,37,113887,6,44,41,No
EMP2621,HR,44,106542,12,34,80,Yes
EMP2622,Operations,28,69149,7,40,57,No
EMP2623,HR,47,74112,18,51,88,Yes
EMP2624,Finance,43,35940,22,47,47,No
EMP2625,Marketing,28,84010,14,32,97,Yes
EMP2626,HR,28,101794,8,35,54,No
EMP2627,R&D,46,49485,24,32,80,Yes
EMP2628,HR,33,114299,20,59,56,No
EMP2629,Operations,59,149321,22,34,62,No
EMP2630,Operations,57,130584,14,38,41,No
EMP2631,IT,48,26067,5,57,45,No
EMP2632,Operations,45,45607,9,48,68,No
EMP2633,Sales,36,134419,8,57,66,No
EMP2634,Finance,22,86597,2,56,76,No
EMP2635,Finance,38,99554,16,42,88,Yes
EMP2636,Marketing,37,73521,13,58,73,No
EMP2637,Marketing,50,137482,7,35,57,No
EMP2638,Finance,59,40187,16,40,81,Yes
EMP2639,R&D,33,127911,7,50,49,No
EMP2640,Marketing,52,28985,14,50,77,Yes
EMP2641,IT,49,68052,14,56,98,Yes
EMP2642,Operations,50,44563,12,59,83,Yes
EMP2643,Finance,38,72322,1,43,56,No
EMP2644,Marketing,33,127842,1,35,98,No
EMP2645,Finance,41,86245,12,35,52,No
EMP2646,Sales,50,76514,20,46,91,Yes
EMP2647,HR,41,43608,21,40,99,Yes
EMP2648,Operations,37,129675,15,44,87,Yes
EMP2649,Finance,39,92262,4,38,81,No
EMP2650,HR,35,117118,7,50,66,No
EMP2651,Marketing,29,96327,16,46,92,Yes
EMP2652,HR,30,82225,3,53,41,No
EMP2653,Operations,51,98994,7,36,73,No
EMP2654,Finance,43,146701,24,36,70,No
EMP2655,Sales,50,42221,22,59,62,No
EMP2656,R&D,53,73506,6,50,46,No
EMP2657,Marketing,29,45968,16,30,77,Yes
EMP2658,Finance,21,107606,24,54,72,No
EMP2659,Operations,55,52937,8,56,51,No
EMP2660,Marketing,31,87435,23,54,84,Yes
EMP2661,IT,54,74508,22,37,51,No
EMP2662,HR,36,66831,6,34,58,No
EMP2663,R&D,29,67933,10,59,48,No
EMP2664,Operations,52,72307,16,48,49,No
EMP2665,IT,35,73340,11,37,56,No
EMP2666,Finance,32,127951,13,46,89,Yes
EMP2667,Sales,53,133306,6,48,79,No
EMP2668,Marketing,34,111338,24,41,78,Yes
EMP2669,HR,28,68601,1,56,80,No
EMP2670,Marketing,28,100956,21,52,49,No
EMP2671,R&D,47,97178,19,59,51,No
EMP2672,Finance,32,110311,12,44,54,No
EMP2673,Marketing,21,53754,24,33,70,No
EMP2674,HR,31,68310,6,52,54,No
EMP2675,Finance,59,94893,18,41,67,No
EMP2676,Marketing,51,111799,13,56,43,No
EMP2677,Sales,37,145007,7,42,75,No
EMP2678,Operations,53,73367,23,43,94,Yes
EMP2679,Finance,52,38201,13,34,40,No
EMP2680,Operations,49,27739,21,51,97,Yes
EMP2681,Finance,41,38231,8,45,83,Yes
EMP2682,Sales,41,132814,21,59,96,Yes
EMP2683,Operations,43,67495,17,36,73,No
EMP2684,IT,26,46168,9,44,86,Yes
EMP2685,HR,42,57624,20,42,56,No
EMP2686,IT,58,35635,13,55,78,Yes
EMP2687,Marketing,57,34964,2,45,77,No
EMP2688,Sales,28,52785,4,41,83,No
EMP2689,IT,55,120046,2,36,90,No
EMP2690,Finance,31,107797,4,45,72,No
EMP2691,Marketing,44,109790,18,52,99,Yes
EMP2692,Marketing,41,101928,5,52,60,No
EMP2693,IT,22,37336,19,56,65,No
EMP2694,IT,39,102475,10,42,85,Yes
EMP2695,Sales,59,52412,18,58,75,Yes
EMP2696,HR,48,107212,21,52,44,No
EMP2697,IT,37,100379,10,32,72,No
EMP2698,R&D,26,70591,5,44,40,No
EMP2699,IT,39,86750,17,57,92,Yes
EMP2700,Operations,58,115648,22,32,45,No
EMP2701,Finance,48,121134,13,36,76,Yes
EMP2702,R&D,22,60454,23,59,41,No
EMP2703,R&D,58,123537,17,47,96,Yes
EMP2704,Operations,57,87672,9,43,92,Yes
EMP2705,Operations,24,52228,24,47,98,Yes
EMP2706,Marketing,42,39429,12,48,98,Yes
EMP2707,HR,46,109294,14,43,44,No
EMP2708,Finance,56,92808,14,49,65,No
EMP2709,Sales,33,107886,8,35,80,Yes
EMP2710,R&D,52,140577,23,58,90,Yes
EMP2711,Sales,37,78015,5,37,92,No
EMP2712,IT,56,113074,19,55,86,Yes
EMP2713,IT,39,93936,14,55,52,No
EMP2714,Sales,55,105907,9,36,51,No
EMP2715,IT,48,82378,7,49,44,No
EMP2716,HR,21,62310,8,47,41,No
EMP2717,Operations,38,126827,14,47,98,Yes
EMP2718,IT,53,108683,22,44,43,No
EMP2719,Marketing,32,93827,14,49,98,Yes
EMP2720,IT,28,60256,11,51,66,No
EMP2721,Finance,44,101428,14,48,89,Yes
EMP2722,HR,36,124862,21,51,92,Yes
EMP2723,Finance,24,127994,8,50,49,No
EMP2724,Finance,58,63889,3,50,52,No
EMP2725,Marketing,47,76428,23,31,83,Yes
EMP2726,HR,29,135502,18,37,41,No
EMP2727,HR,36,62207,3,50,65,No
EMP2728,HR,32,75255,13,40,54,No
EMP2729,HR,51,130824,12,47,85,Yes
EMP2730,HR,44,116531,15,52,96,Yes
EMP2731,Marketing,34,30409,18,42,49,No
EMP2732,IT,45,67438,5,38,61,No
EMP2733,Finance,54,135410,7,38,79,No
EMP2734,HR,23,135238,11,46,64,No
EMP2735,R&D,44,120359,11,36,54,No
EMP2736,IT,29,32869,15,38,52,No
EMP2737,IT,46,126260,10,51,47,No
EMP2738,Finance,40,81862,15,30,60,No
EMP2739,Marketing,30,112937,13,31,60,No
EMP2740,Sales,39,50958,14,33,61,No
EMP2741,Sales,23,101302,17,43,85,Yes
EMP2742,IT,44,44768,13,33,72,No
EMP2743,Operations,25,121330,10,31,84,Yes
EMP2744,Operations,23,51145,1,37,66,No
EMP2745,Finance,47,100622,1,47,79,No
EMP2746,Sales,36,133739,15,48,89,Yes
EMP2747,IT,35,51442,16,43,61,No
EMP2748,Marketing,55,106948,12,49,69,No
EMP2749,Sales,32,148585,24,54,48,No
EMP2750,IT,46,50596,6,39,84,No
EMP2751,IT,54,100791,6,46,74,No
EMP2752,HR,43,67406,12,37,57,No
EMP2753,Marketing,51,65524,15,57,81,Yes
EMP2754,HR,40,48332,4,43,44,No
EMP2755,Finance,32,135160,24,50,66,No
EMP2756,HR,43,40764,4,52,96,No
EMP2757,R&D,24,52563,2,37,45,No
EMP2758,HR,43,112675,24,34,71,No
EMP2759,R&D,21,61370,12,45,47,No
EMP2760,Sales,45,30062,7,37,95,No
EMP2761,Operations,22,69645,20,39,78,Yes
EMP2762,IT,50,147759,9,56,60,No
EMP2763,R&D,23,32244,9,37,57,No
EMP2764,Marketing,41,31372,8,38,53,No
EMP2765,HR,45,130409,14,47,54,No
EMP2766,R&D,40,110501,1,32,81,No
EMP2767,Marketing,42,142450,23,46,65,No
EMP2768,Operations,41,89471,21,49,92,Yes
EMP2769,Operations,53,135533,23,44,83,Yes
EMP2770,HR,58,41956,12,50,71,No
EMP2771,Finance,35,65473,2,56,78,No
EMP2772,HR,35,38894,13,46,67,No
EMP2773,Sales,45,135584,4,37,99,No
EMP2774,R&D,41,123918,20,31,78,Yes
EMP2775,IT,44,94586,18,46,82,Yes
EMP2776,Finance,25,41709,19,47,71,No
EMP2777,HR,26,106258,16,58,52,No
EMP2778,Marketing,43,143428,14,34,54,No
EMP2779,Finance,24,40210,8,38,57,No
